onboard,engage,run,t,S,nC,dead
False,False,0,0,9.08224714216598,0,False
False,False,0,1,15.852570830838811,68,False
False,False,0,2,32.76215357769926,90,False
False,False,0,3,18.067273007678843,59,False
False,False,0,4,17.229827004174034,63,False
False,False,0,5,26.15262059615429,70,False
False,False,0,6,13.548349893828052,60,False
False,False,0,7,20.581708138837985,62,False
False,False,0,8,14.70180044808357,68,False
False,False,0,9,9.374206567864025,80,False
False,False,0,10,28.658591458357463,64,False
False,False,0,11,13.901186966925671,72,False
False,False,0,12,9.426226504887419,68,False
False,False,0,13,22.568404356155654,82,False
False,False,0,14,14.327200392524439,54,False
False,False,0,15,10.490828704138561,66,False
False,False,0,16,15.370169020520038,67,False
False,False,0,17,19.406052309107395,84,False
False,False,0,18,18.15444521211582,61,False
False,False,0,19,9.922188408428248,63,False
False,False,0,20,13.563831710481889,54,False
False,False,0,21,14.347290222121856,70,False
False,False,0,22,13.327135085090509,63,False
False,False,0,23,11.862238997786758,64,False
False,False,0,24,18.822960108744404,47,False
False,False,0,25,28.854425333407324,88,False
False,False,0,26,12.449231914618215,67,False
False,False,0,27,10.022796402380608,61,False
False,False,0,28,12.402832060742124,69,False
False,False,0,29,7.196922139542695,75,False
False,False,0,30,12.451532208885196,76,False
False,False,0,31,17.931175917854574,65,False
False,False,0,32,18.341252771917706,84,False
False,False,0,33,19.597720612084977,47,False
False,False,0,34,16.95535649346099,65,False
False,False,0,35,10.024812828879474,71,False
False,False,0,36,15.711079580054289,53,False
False,False,0,37,11.944790043695912,77,False
False,False,0,38,9.013492174820037,56,False
False,False,0,39,8.937483771466665,60,False
False,False,0,40,19.45277054333533,75,False
False,False,0,41,14.505127223843779,56,False
False,False,0,42,13.183521094135772,72,False
False,False,0,43,14.737633479108922,66,False
False,False,0,44,16.527116839258273,63,False
False,False,0,45,14.752231591373933,78,False
False,False,0,46,16.593155046958135,65,False
False,False,0,47,11.589623009344015,70,False
False,False,0,48,16.95141482329429,65,False
False,False,0,49,16.168567022588327,62,False
False,False,0,50,12.350727473708123,66,False
False,False,0,51,11.912265012204521,65,False
False,False,0,52,22.2563735285468,64,False
False,False,0,53,12.302369157757182,72,False
False,False,0,54,8.963873083838953,67,False
False,False,0,55,9.87172808628216,62,False
False,False,0,56,10.9031188062446,57,False
False,False,0,57,11.9067456288291,70,False
False,False,0,58,12.73505252193876,72,False
False,False,0,59,11.25411004010699,59,False
False,False,0,60,14.447142126428906,60,False
False,False,0,61,11.971022678413364,59,False
False,False,0,62,14.194665351047359,63,False
False,False,0,63,18.595049374902377,56,False
False,False,0,64,17.049841143593568,83,False
False,False,0,65,9.755343724534253,78,False
False,False,0,66,16.237832372018875,65,False
False,False,0,67,12.837078702396926,72,False
False,False,0,68,15.061246293820577,51,False
False,False,0,69,17.021908550249318,44,False
False,False,0,70,15.32308698941604,53,False
False,False,0,71,16.455462736156814,65,False
False,False,0,72,17.394421442374412,74,False
False,False,0,73,16.496496757040063,58,False
False,False,0,74,15.529543072103142,61,False
False,False,0,75,18.216257587820074,73,False
False,False,0,76,13.069537188179494,61,False
False,False,0,77,17.97485556241297,62,False
False,False,0,78,10.939185438711322,51,False
False,False,0,79,16.820901633254493,55,False
False,False,0,80,10.42801472603916,69,False
False,False,0,81,19.988928224283516,68,False
False,False,0,82,12.760355741574518,54,False
False,False,0,83,11.304301540078429,47,False
False,False,0,84,17.26041579238285,43,False
False,False,0,85,14.105215780443958,56,False
False,False,0,86,17.568712734377876,53,False
False,False,0,87,15.547243126831376,61,False
False,False,0,88,12.484675911353866,69,False
False,False,0,89,16.42526590232955,40,False
False,False,0,90,14.439305524726358,60,False
False,False,0,91,11.299850903492654,69,False
False,False,0,92,12.461122618132123,44,False
False,False,0,93,16.61974589877791,78,False
False,False,0,94,13.121122763843122,55,False
False,False,0,95,16.20266281970026,56,False
False,False,0,96,11.87148593684156,40,False
False,False,0,97,17.2689744813909,49,False
False,False,0,98,11.297557719743622,47,False
False,False,0,99,12.689983243298293,63,False
False,False,0,100,13.290271233906394,49,False
False,False,0,101,12.777035159768669,55,False
False,False,0,102,13.085462181761214,61,False
False,False,0,103,14.620956781078338,48,False
False,False,0,104,15.841119162515966,64,False
False,False,0,105,12.054058676707818,42,False
False,False,0,106,11.139525797232617,57,False
False,False,0,107,14.955866455066362,65,False
False,False,0,108,14.568128362626702,69,False
False,False,0,109,14.9908251428381,47,False
False,False,0,110,15.966749312391034,63,False
False,False,0,111,14.847345258952355,50,False
False,False,0,112,14.793063612734812,47,False
False,False,0,113,8.822818363713973,60,False
False,False,0,114,13.495125933225461,63,False
False,False,0,115,17.030074941471995,59,False
False,False,0,116,14.824759518653098,65,False
False,False,0,117,9.846828225953276,61,False
False,False,0,118,9.59780992103273,53,False
False,False,0,119,15.028654962548131,41,False
False,False,0,120,14.29265763950962,75,False
False,False,0,121,11.739335476106955,50,False
False,False,0,122,15.683355164278234,51,False
False,False,0,123,16.97719034940108,71,False
False,False,0,124,21.572109806888516,45,False
False,False,0,125,18.67839113794695,50,False
False,False,0,126,14.45017884119107,52,False
False,False,0,127,13.587039891283244,69,False
False,False,0,128,9.50478938695221,53,False
False,False,0,129,12.602900886223143,73,False
False,False,0,130,14.40735480498499,47,False
False,False,0,131,10.764840261895344,62,False
False,False,0,132,11.27626653522385,52,False
False,False,0,133,18.098110646939528,53,False
False,False,0,134,13.240160515239976,46,False
False,False,0,135,11.870735712094179,66,False
False,False,0,136,11.545436437525849,39,False
False,False,0,137,13.833031219517927,51,False
False,False,0,138,12.967259646654258,49,False
False,False,0,139,15.778414840359257,36,False
False,False,0,140,15.542276410672086,52,False
False,False,0,141,14.789112850736121,44,False
False,False,0,142,12.057230312639538,38,False
False,False,0,143,12.813534641100537,45,False
False,False,0,144,14.58245847171316,54,False
False,False,0,145,16.403034925007656,56,False
False,False,0,146,14.331518465386228,56,False
False,False,0,147,11.23264962924352,41,False
False,False,0,148,15.604517089020108,43,False
False,False,0,149,12.200152138001984,50,False
False,False,0,150,14.753028328047268,46,False
False,False,0,151,12.637708244478132,56,False
False,False,0,152,12.327021504528437,57,False
False,False,0,153,16.708316626050745,36,False
False,False,0,154,16.22196994290812,72,False
False,False,0,155,10.019384232701661,60,False
False,False,0,156,16.76751380954164,43,False
False,False,0,157,12.759385661169022,57,False
False,False,0,158,17.410749048597445,43,False
False,False,0,159,13.663533297637317,44,False
False,False,0,160,9.813817054795363,59,False
False,False,0,161,12.390988154040993,48,False
False,False,0,162,14.315887858942366,51,False
False,False,0,163,11.870360460922168,48,False
False,False,0,164,16.878259649621874,45,False
False,False,0,165,8.945483262236264,50,False
False,False,0,166,11.799875204726556,48,False
False,False,0,167,14.752828709310196,55,False
False,False,0,168,13.06544509718341,32,False
False,False,0,169,16.489195093719925,42,False
False,False,0,170,11.977188280998027,57,False
False,False,0,171,11.414041329137286,47,False
False,False,0,172,13.81025653934623,46,False
False,False,0,173,14.521307312721936,46,False
False,False,0,174,15.850154970021606,36,False
False,False,0,175,18.65429550281166,39,False
False,False,0,176,12.423718873048546,44,False
False,False,0,177,13.562714829767334,37,False
False,False,0,178,22.324905437767853,47,False
False,False,0,179,10.306019027835648,41,False
False,False,0,180,13.642970319601426,43,False
False,False,0,181,16.47634693305068,42,False
False,False,0,182,12.489185173752594,36,False
False,False,0,183,10.128451938515544,38,False
False,False,0,184,10.133483905504034,43,False
False,False,0,185,11.322195015792003,36,False
False,False,0,186,10.44632975394439,53,False
False,False,0,187,13.167497534546493,50,False
False,False,0,188,19.061782051199973,31,False
False,False,0,189,11.340421985036535,46,False
False,False,0,190,12.244881360134817,43,False
False,False,0,191,19.368584239140727,60,False
False,False,0,192,16.384378289275364,44,False
False,False,0,193,13.394689336507206,40,False
False,False,0,194,14.6655750193932,26,False
False,False,0,195,10.185262342205935,40,False
False,False,0,196,11.376454377914637,49,False
False,False,0,197,15.979521204103962,37,False
False,False,0,198,10.646534452936233,45,False
