onboard,engage,run,t,S,nC,dead
False,False,0,0,10.049864667491118,0,False
False,False,0,1,13.209560361977688,142,False
False,False,0,2,13.91526754017476,128,False
False,False,0,3,18.83943928171806,149,False
False,False,0,4,12.551702032229848,166,False
False,False,0,5,20.10688354725372,136,False
False,False,0,6,18.512096425257038,147,False
False,False,0,7,15.562360606229422,159,False
False,False,0,8,16.00869892091404,155,False
False,False,0,9,11.94962738676654,147,False
False,False,0,10,13.398160780055735,155,False
False,False,0,11,16.48522680361127,127,False
False,False,0,12,11.87193450176596,180,False
False,False,0,13,15.851641418090319,142,False
False,False,0,14,16.965158778661706,138,False
False,False,0,15,20.227332847073697,147,False
False,False,0,16,13.269128496166378,148,False
False,False,0,17,11.804424787220187,148,False
False,False,0,18,21.0284296284204,142,False
False,False,0,19,15.718109156373904,143,False
False,False,0,20,13.894806966560402,138,False
False,False,0,21,12.724667541889424,125,False
False,False,0,22,17.45083043130775,125,False
False,False,0,23,18.26262987463185,148,False
False,False,0,24,8.897236478234927,130,False
False,False,0,25,24.661028281160117,155,False
False,False,0,26,17.407515563341427,127,False
False,False,0,27,16.621912361523414,137,False
False,False,0,28,12.759251101319423,136,False
False,False,0,29,12.441213489872082,133,False
False,False,0,30,15.427553879044353,145,False
False,False,0,31,19.91880780411277,199,False
False,False,0,32,12.441672545053741,113,False
False,False,0,33,15.94510129308945,149,False
False,False,0,34,16.58148454246279,150,False
False,False,0,35,14.385320166585668,143,False
False,False,0,36,17.15890408872729,174,False
False,False,0,37,19.382907053591914,150,False
False,False,0,38,16.847709405847326,117,False
False,False,0,39,14.09990674810965,104,False
False,False,0,40,16.15846568575675,127,False
False,False,0,41,8.790604060564515,134,False
False,False,0,42,15.249623443450302,133,False
False,False,0,43,14.575020588476766,140,False
False,False,0,44,11.528530890022862,148,False
False,False,0,45,18.049855545509338,160,False
False,False,0,46,22.265678133850695,158,False
False,False,0,47,16.14891588650151,133,False
False,False,0,48,13.83294410891558,148,False
False,False,0,49,10.93188844194747,155,False
False,False,0,50,14.276135785947513,142,False
False,False,0,51,17.987747137157093,149,False
False,False,0,52,14.64097687475625,141,False
False,False,0,53,15.357779977895715,160,False
False,False,0,54,12.259304863011284,135,False
False,False,0,55,18.758629510930394,152,False
False,False,0,56,17.916418510364885,152,False
False,False,0,57,13.737786583188344,150,False
False,False,0,58,15.987035801832098,151,False
False,False,0,59,19.891156683360183,147,False
False,False,0,60,23.05399638459072,162,False
False,False,0,61,17.56917420787164,130,False
False,False,0,62,12.253315880099326,160,False
False,False,0,63,13.680714667988285,167,False
False,False,0,64,16.83019209722626,147,False
False,False,0,65,18.385317961309244,109,False
False,False,0,66,11.813347587700925,152,False
False,False,0,67,17.78726582120214,95,False
False,False,0,68,15.008576911781176,138,False
False,False,0,69,13.435829830432098,137,False
False,False,0,70,10.747065139876783,123,False
False,False,0,71,17.603007590807493,145,False
False,False,0,72,21.48548784646974,162,False
False,False,0,73,10.916042879205873,148,False
False,False,0,74,13.505895411043822,128,False
False,False,0,75,10.897954810222597,128,False
False,False,0,76,12.695785468207228,127,False
False,False,0,77,11.97938821322713,123,False
False,False,0,78,19.75634129246636,145,False
False,False,0,79,10.396937919155123,144,False
False,False,0,80,16.034869438973747,139,False
False,False,0,81,14.15743760542346,118,False
False,False,0,82,15.128801155878943,132,False
False,False,0,83,18.835497924454184,106,False
False,False,0,84,13.993586692542074,137,False
False,False,0,85,14.437925389172058,104,False
False,False,0,86,11.24443319641463,147,False
False,False,0,87,14.808681664563144,127,False
False,False,0,88,13.821484249291414,110,False
False,False,0,89,16.625725517405858,90,False
False,False,0,90,12.105681411780346,112,False
False,False,0,91,18.096986363169428,126,False
False,False,0,92,17.940292199646095,135,False
False,False,0,93,19.590638393037363,109,False
False,False,0,94,8.751538983225494,102,False
False,False,0,95,13.658410978795981,124,False
False,False,0,96,10.985689329361756,123,False
False,False,0,97,11.737792671400474,93,False
False,False,0,98,11.22658957961835,156,False
False,False,0,99,13.199733181954775,100,False
False,False,0,100,11.518653854887456,121,False
False,False,0,101,10.191690454496012,163,False
False,False,0,102,17.125556571835656,100,False
False,False,0,103,11.902300588286149,130,False
False,False,0,104,15.495994065334767,121,False
False,False,0,105,17.412885861998486,112,False
False,False,0,106,18.73413605094236,97,False
False,False,0,107,14.176215691609382,129,False
False,False,0,108,14.385034100033867,160,False
False,False,0,109,11.90957143833339,117,False
False,False,0,110,17.499016664855063,133,False
False,False,0,111,14.885379681794465,140,False
False,False,0,112,16.47702648827592,96,False
False,False,0,113,13.711516652575153,104,False
False,False,0,114,10.184435042563365,99,False
False,False,0,115,13.35728508151176,111,False
False,False,0,116,13.415153930922404,129,False
False,False,0,117,13.275444451752607,144,False
False,False,0,118,14.5087492692248,132,False
False,False,0,119,14.757342380850636,148,False
False,False,0,120,15.005386615607774,126,False
False,False,0,121,12.581539494999692,113,False
False,False,0,122,18.153456329761852,124,False
False,False,0,123,12.95802208435428,128,False
False,False,0,124,18.467193502355467,142,False
False,False,0,125,12.86834222196472,137,False
False,False,0,126,10.637077352795671,99,False
False,False,0,127,13.962604633429818,156,False
False,False,0,128,12.800530567410146,107,False
False,False,0,129,16.591575001791224,105,False
False,False,0,130,16.429167160615723,166,False
False,False,0,131,15.967316327532727,145,False
False,False,0,132,14.527481875827194,147,False
False,False,0,133,16.2513885565867,120,False
False,False,0,134,13.510110018710757,100,False
False,False,0,135,12.067417398535103,113,False
False,False,0,136,13.500421004805583,118,False
False,False,0,137,12.809676273451746,118,False
False,False,0,138,13.556876718349974,108,False
False,False,0,139,12.260682189574572,104,False
False,False,0,140,16.36837223300141,102,False
False,False,0,141,11.46811581519073,138,False
False,False,0,142,14.08126170477847,112,False
False,False,0,143,16.802710360300683,110,False
False,False,0,144,12.61313836759262,118,False
False,False,0,145,13.617774208019334,133,False
False,False,0,146,9.575392081416997,105,False
False,False,0,147,13.262603031467862,123,False
False,False,0,148,15.119813421853495,116,False
False,False,0,149,14.901820978167933,129,False
False,False,0,150,21.69272874759316,110,False
False,False,0,151,12.383449307143856,112,False
False,False,0,152,15.869580620151428,116,False
False,False,0,153,11.085643586343696,124,False
False,False,0,154,11.016705530283563,134,False
False,False,0,155,16.57267175312359,156,False
False,False,0,156,9.848686264026437,128,False
False,False,0,157,14.439688110190886,114,False
False,False,0,158,13.110217044441788,125,False
False,False,0,159,13.612083162596953,108,False
False,False,0,160,14.8124533932336,141,False
False,False,0,161,14.938678575352526,122,False
